label,class_name,rms,peak,crest_factor,kurtosis,skewness,shape_factor,impulse_factor,variance,mean_abs,dominant_freq,spectral_centroid,spectral_entropy,band_power_shaft,band_power_bpfo,band_power_bpfi,band_power_bsf,band_power_resonance,fft_peak1_freq,fft_peak1_mag,fft_peak2_freq,fft_peak2_mag,fft_peak3_freq,fft_peak3_mag,fft_peak4_freq,fft_peak4_mag,fft_peak5_freq,fft_peak5_mag
0,Normal,0.3179870459052383,0.7179810090423011,2.257893893125014,-1.0426369340414583,-0.2317601954570406,1.143222524158725,2.5812751557809492,0.09845052193846647,0.27814973829284784,35.15625,2133.405323983582,5.503882188389044,0.017241268347346333,0.0002910103645628954,8.495270165246406e-05,6.486847658888858e-05,0.000447321248806978,35.15625,0.08439443586933876,23.4375,0.08420807371492463,58.59375,0.03697056566809387,46.875,0.02628798956145845,70.3125,0.019985051482988153
0,Normal,0.31962961349696195,0.7754011077017197,2.4259363806072676,-0.9123649016832438,-0.2516047312853789,1.1558961002486836,2.8041304017953466,0.09995356554929913,0.2765210587942945,23.4375,2285.185064515521,5.5664366264417815,0.016740353247998954,0.0003595966279547575,8.559366671033393e-05,7.53950061524154e-05,0.0006876099071103374,23.4375,0.08394877869156753,35.15625,0.08249756677850652,58.59375,0.03637894739257922,46.875,0.024199317179201082,70.3125,0.018321059107036606
0,Normal,0.31688740256564185,0.6391854104760237,2.0170742203727055,-1.03679490850684,-0.2558890997681488,1.1457757443123822,2.3111147161808545,0.09717958777248248,0.27657017888419033,35.15625,1909.0260833194236,5.1602622372968305,0.018022200441711222,0.00030530314739176116,3.3348070549003474e-05,3.177019473007957e-05,0.00023868467079814942,35.15625,0.08595206769735297,23.4375,0.08584715272097432,58.59375,0.03867097988930807,46.875,0.027994416057206022,11.71875,0.01936589399367365
0,Normal,0.3175427646382512,0.6895148022100509,2.171407693686723,-1.0835216553641736,-0.2468834377448772,1.1419931565902495,2.4797327263576543,0.09791304666741907,0.27806012917482525,23.4375,1973.654965857093,5.249705477864928,0.017697602848229688,0.0002488093573635821,3.0305485550880287e-05,2.501582800747981e-05,0.0002571053887089374,23.4375,0.08716993548294448,35.15625,0.08527275703740952,58.59375,0.03705478881323671,46.875,0.026481961846863397,11.71875,0.0200008585437903
0,Normal,0.3168719047568197,0.6711325293543248,2.117993167836634,-1.0747981083844436,-0.2654175489419281,1.140722379148641,2.416042205435172,0.09765074026062488,0.27778179033649864,23.4375,1971.416884605856,5.2542266780623255,0.01768963178936304,0.00031846088199562905,2.56013798386385e-05,2.8740607032762512e-05,0.00025075421793464554,23.4375,0.08602022012008279,35.15625,0.08510543885709822,58.59375,0.03797587830521136,46.875,0.02538991084825597,70.3125,0.020076484323494456
0,Normal,0.31212059604084663,0.6862536548046971,2.1986810979781946,-1.0978991649527847,-0.24746948749790842,1.1365846036940224,2.498987084395084,0.09407198875993025,0.2746127257279582,35.15625,1962.9256652341444,5.25375361823121,0.017313452127865527,0.0003142243786275996,1.721842565426311e-05,1.8950586920395944e-05,0.00026728426098429647,35.15625,0.08429237894282067,23.4375,0.08390673395382171,58.59375,0.03753952920985853,46.875,0.02713618801214877,70.3125,0.019489066592823873
0,Normal,0.3184811793393854,0.6421720373958,2.0163578856616753,-0.9896124114699982,-0.2714457535245011,1.1505285557247682,2.3198773260145744,0.09815552051305063,0.2768129289400907,35.15625,2122.810308244412,5.411431989554529,0.016990097244485112,0.0003446975539424592,4.9954120660839e-05,4.0057953590014474e-05,0.0004046241330529465,35.15625,0.08364566367527218,23.4375,0.08361145524843391,58.59375,0.037324064948026564,46.875,0.024149152052417126,70.3125,0.01976208468145721
0,Normal,0.3163156236089891,0.6593225091944117,2.0843817376830795,-1.0460194722190712,-0.2588424291284233,1.1449189023812467,2.386448051251627,0.09738379426365129,0.27627775465240695,23.4375,2014.2028508298733,5.258486822665985,0.01716164316747299,0.00025296642187583215,2.951183589976547e-05,2.2656062449106143e-05,0.0002821404506019762,23.4375,0.0847952277964964,35.15625,0.08398707953377871,58.59375,0.03783344692382574,46.875,0.024917773710756073,70.3125,0.018818041431236783
0,Normal,0.3217954900274202,0.7144787454643964,2.220288250166327,-0.9494771839935283,-0.29180471792086665,1.1583152728265236,2.571793790244933,0.10058820562732679,0.2778133877507927,35.15625,2178.873131106202,5.508853787693132,0.017414143245065676,0.0004201040891492848,0.00011064655334744771,0.00010346964789457177,0.00047448370247843717,35.15625,0.08461971315258789,23.4375,0.0845291095591776,58.59375,0.03819326705904949,46.875,0.0255745893541435,70.3125,0.01857710507339979
0,Normal,0.3127053779471875,0.6932513516137153,2.216947326472901,-1.0436631290190008,-0.23809473083863275,1.1503946744912175,2.5503643980019675,0.09519861877898425,0.27182443111142446,23.4375,2030.184566104464,5.292107854253922,0.01738842680575975,0.0002603642983719822,3.116856876812832e-05,2.391471499346355e-05,0.0003035557408172103,23.4375,0.08524001273927295,35.15625,0.08420765190643248,58.59375,0.037744695240876765,46.875,0.027392969913904417,11.71875,0.018530258276659644
0,Normal,0.31120397262963934,0.6490662017402843,2.085661684379368,-1.0349285127540244,-0.2379277681530497,1.1494745900780146,2.3974151096933953,0.09384462174978632,0.27073584341565826,35.15625,2099.170062275484,5.434961577783493,0.016631431070683076,0.00029460422874962315,4.429016977861085e-05,3.997169006895823e-05,0.00037022264091338196,35.15625,0.08326004919504293,23.4375,0.0828714505926654,58.59375,0.036443772832074145,46.875,0.02603486863387568,11.71875,0.018067157359516948
0,Normal,0.30986509415062324,0.6466651977835732,2.0869249553782714,-1.0079999497545433,-0.30923406096880995,1.1425953689262025,2.3845107893117348,0.09335844174754308,0.2711940749784683,23.4375,1886.8204655232578,5.191918620935289,0.017348985190584993,0.0002947657260844784,3.277155671602958e-05,3.327171116143075e-05,0.00023073136665523246,23.4375,0.08438840385463008,35.15625,0.08431107138219993,58.59375,0.038363064287659905,46.875,0.025807887146155995,70.3125,0.019590944571063577
0,Normal,0.3160713721188249,0.6683031205384651,2.1144057307639397,-1.0297359083143114,-0.24708921350338825,1.1476966196785732,2.426696309826777,0.09700312479939327,0.27539627345713075,35.15625,2109.1558538543763,5.408751168039441,0.01743937563165216,0.00038052876105365297,4.863184432830298e-05,5.176439905027962e-05,0.00040149981722676156,35.15625,0.0851130766503196,23.4375,0.08403712649623209,58.59375,0.0371055304391422,46.875,0.027232781063683757,82.03125,0.019275061245425915
0,Normal,0.3222841914116264,0.7531083785983552,2.3367834931638747,-0.9810582518646052,-0.26157128350937525,1.1454039576026989,2.6765610611305615,0.10078647260556389,0.28137164122093566,23.4375,2167.3461868759405,5.474575830989396,0.018057430627000732,0.00036488776379177624,4.325007940583587e-05,3.6256858355952105e-05,0.0004624372005136555,23.4375,0.08749431569307918,35.15625,0.08511705036777757,58.59375,0.038132349385036624,46.875,0.025529858301049955,11.71875,0.021152086388393724
